NCBI_Gene_ID,Ensembl_gene_ID,gene_symbol,HGNC_ID,gene_name,Status,Previous_symbols,Alias_symbols,Accession_numbers,RefSeq_IDs
103482526,NA,TRUND-NNN9-1,HGNC:50821,tRNA-undetermined (NNN) 9-1,Approved,NA,NA,HG984098,NA
103482532,NA,TRUND-NNN10-1,HGNC:50822,tRNA-undetermined (NNN) 10-1,Approved,NA,NA,HG984099,NA
100189318,NA,TRV-AAC1-1,HGNC:34885,tRNA-Val (anticodon AAC) 1-1,Approved,TRNAV24,tRNA-Val-AAC-1-1,HG984100,NA
100188990,NA,TRV-AAC1-2,HGNC:34542,tRNA-Val (anticodon AAC) 1-2,Approved,TRNAV5,tRNA-Val-AAC-1-2,HG984101,NA
7241,NA,TRV-AAC1-3,HGNC:12355,tRNA-Val (anticodon AAC) 1-3,Approved,"TRV3, TRNAV3",tRNA-Val-AAC-1-3,HG984102,NA
7239,NA,TRV-AAC1-4,HGNC:12353,tRNA-Val (anticodon AAC) 1-4,Approved,"TRV, TRV1, TRNAV1",tRNA-Val-AAC-1-4,HG984103,NA
791230,NA,TRV-AAC1-5,HGNC:33246,tRNA-Val (anticodon AAC) 1-5,Approved,"TRV7, TRNAV7","HtV1, tRNA-Val-AAC-1-5",HG984104,NA
100188992,NA,TRV-AAC2-1,HGNC:34543,tRNA-Val (anticodon AAC) 2-1,Approved,TRNAV10,tRNA-Val-AAC-2-1,HG984105,NA
791231,NA,TRV-AAC3-1,HGNC:33247,tRNA-Val (anticodon AAC) 3-1,Approved,"TRV8, TRNAV8","HtV2, tRNA-Val-AAC-3-1",HG984106,NA
100189161,NA,TRV-AAC4-1,HGNC:34723,tRNA-Val (anticodon AAC) 4-1,Approved,TRNAV17,tRNA-Val-AAC-4-1,HG984107,NA
100189014,NA,TRV-AAC5-1,HGNC:34573,tRNA-Val (anticodon AAC) 5-1,Approved,TRNAV12,tRNA-Val-AAC-5-1,HG984108,NA
100189178,NA,TRV-AAC6-1,HGNC:34740,tRNA-Val (anticodon AAC) 6-1,Approved,TRNAV18,tRNA-Val-AAC-6-1,HG984109,NA
100189404,NA,TRV-AAC7-1,HGNC:34973,tRNA-Val (AAC) 7-1,Approved,TRNAV30,tRNA-Val-AAC-7-1,HG984110,NA
100189373,NA,TRV-CAC1-1,HGNC:34941,tRNA-Val (anticodon CAC) 1-1,Approved,TRNAV29,tRNA-Val-CAC-1-1,HG984111,NA
7240,NA,TRV-CAC1-2,HGNC:12354,tRNA-Val (anticodon CAC) 1-2,Approved,"TRV2, TRNAV2",tRNA-Val-CAC-1-2,HG984112,NA
791232,NA,TRV-CAC1-3,HGNC:33248,tRNA-Val (anticodon CAC) 1-3,Approved,"TRV9, TRNAV9","HtV3, tRNA-Val-CAC-1-3",HG984113,NA
100189541,NA,TRV-CAC1-4,HGNC:34541,tRNA-Val (anticodon CAC) 1-4,Approved,TRNAV4,tRNA-Val-CAC-1-4,HG984114,NA
100049614,NA,TRV-CAC1-5,HGNC:33245,tRNA-Val (anticodon CAC) 1-5,Approved,"TRV6, TRNAV6",tRNA-Val-CAC-1-5,HG984115,NA
100189227,NA,TRV-CAC1-6,HGNC:34790,tRNA-Val (anticodon CAC) 1-6,Approved,TRNAV21,tRNA-Val-CAC-1-6,HG984116,NA
100189228,NA,TRV-CAC1-7,HGNC:54846,tRNA-Val (anticodon CAC) 1-7,Approved,NA,tRNA-Val-CAC-1-7,NA,NA
100189363,NA,TRV-CAC2-1,HGNC:34931,tRNA-Val (anticodon CAC) 2-1,Approved,TRNAV27,tRNA-Val-CAC-2-1,HG984117,NA
100189416,NA,TRV-CAC3-1,HGNC:34985,tRNA-Val (anticodon CAC) 3-1,Approved,TRNAV32,tRNA-Val-CAC-3-1,HG984118,NA
100189326,NA,TRV-CAC4-1,HGNC:34893,tRNA-Val (anticodon CAC) 4-1,Approved,TRNAV25,tRNA-Val-CAC-4-1,HG984119,NA
107985749,NA,TRV-CAC5-1,HGNC:34791,tRNA-Val (anticodon CAC) 5-1,Approved,TRNAV22,tRNA-Val-CAC-5-1,HG984120,NA
100189368,NA,TRV-CAC6-1,HGNC:34936,tRNA-Val (anticodon CAC) 6-1,Approved,TRNAV28,tRNA-Val-CAC-6-1,HG984121,NA
100189101,NA,TRV-CAC7-1,HGNC:34662,tRNA-Val (CAC) 7-1,Approved,TRNAV15,tRNA-Val-CAC-7-1,HG984122,NA
100189142,NA,TRV-CAC8-1,HGNC:34704,tRNA-Val (CAC) 8-1,Approved,TRNAV16,tRNA-Val-CAC-8-1,HG984123,NA
100189196,NA,TRV-CAC9-1,HGNC:34759,tRNA-Val (anticodon CAC) 9-1,Approved,TRNAV20,tRNA-Val-CAC-9-1,HG984124,NA
100873876,NA,TRV-CAC10-1,HGNC:38576,tRNA-Val (CAC) 10-1,Approved,TRNAV38,tRNA-Val-CAC-10-1,HG984125,NA
100189486,NA,TRV-CAC11-1,HGNC:38578,tRNA-Val (anticodon CAC) 11-1,Approved,TRNAV39,tRNA-Val-CAC-11-1,HG984126,NA
100189479,NA,TRV-CAC11-2,HGNC:35052,tRNA-Val (anticodon CAC) 11-2,Approved,TRNAV34P,tRNA-Val-CAC-11-2,HG984127,NG_008537
100189073,NA,TRV-CAC12-1,HGNC:34632,tRNA-Val (anticodon CAC) 12-1,Approved,TRNAV14,tRNA-Val-CAC-12-1,HG984128,NA
100189500,NA,TRV-CAC13-1,HGNC:35075,tRNA-Val (CAC) 13-1,Approved,TRNAV36P,tRNA-Val-CAC-13-1,HG984129,NA
100189477,NA,TRV-CAC14-1,HGNC:35050,tRNA-Val (anticodon CAC) 14-1,Approved,TRNAV33P,tRNA-Val-CAC-14-1,HG984130,NA
100188993,NA,TRV-TAC1-1,HGNC:34544,tRNA-Val (anticodon TAC) 1-1,Approved,TRNAV11,tRNA-Val-TAC-1-1,HG984131,NA
100189191,NA,TRV-TAC1-2,HGNC:34754,tRNA-Val (anticodon TAC) 1-2,Approved,TRNAV19,tRNA-Val-TAC-1-2,HG984132,NA
100189283,NA,TRV-TAC2-1,HGNC:34849,tRNA-Val (anticodon TAC) 2-1,Approved,TRNAV23,tRNA-Val-TAC-2-1,HG984133,NA
100189342,NA,TRV-TAC3-1,HGNC:34910,tRNA-Val (anticodon TAC) 3-1,Approved,TRNAV26,tRNA-Val-TAC-3-1,HG984134,NA
100189408,NA,TRV-TAC4-1,HGNC:34977,tRNA-Val (anticodon TAC) 4-1,Approved,TRNAV31,tRNA-Val-TAC-4-1,HG984135,NA
100189123,NA,TRW-CCA1-1,HGNC:34685,tRNA-Trp (anticodon CCA) 1-1,Approved,TRNAW4,tRNA-Trp-CCA-1-1,HG984064,NA
100189203,NA,TRW-CCA2-1,HGNC:34766,tRNA-Trp (anticodon CCA) 2-1,Approved,TRNAW7,tRNA-Trp-CCA-2-1,HG984065,NA
100189436,NA,TRW-CCA3-1,HGNC:35006,tRNA-Trp (anticodon CCA) 3-1,Approved,"TRNAW9, TRW-CCA3-2",tRNA-Trp-CCA-3-1,HG984067,NA
100189048,NA,TRW-CCA3-2,HGNC:34607,tRNA-Trp (anticodon CCA) 3-2,Approved,"TRNAW2, TRW-CCA3-3",tRNA-Trp-CCA-3-2,HG984068,NA
100189112,NA,TRW-CCA3-3,HGNC:34674,tRNA-Trp (anticodon CCA) 3-3,Approved,"TRNAW3, TRW-CCA3-1",tRNA-Trp-CCA-3-3,HG984066,NA
100189171,NA,TRW-CCA4-1,HGNC:34733,tRNA-Trp (anticodon CCA) 4-1,Approved,TRNAW5,tRNA-Trp-CCA-4-1,HG984069,NA
100189190,NA,TRW-CCA5-1,HGNC:34753,tRNA-Trp (anticodon CCA) 5-1,Approved,TRNAW6,tRNA-Trp-CCA-5-1,HG984070,NA
100189309,NA,TRW-CCA6-1,HGNC:34876,tRNA-Trp (anticodon CCA) 6-1,Approved,TRNAW8,tRNA-Trp-CCA-6-1,HG984071,NA
100189015,NA,TRX-CAT1-1,HGNC:34574,tRNA-iMet (anticodon CAT) 1-1,Approved,TRNAM3,tRNA-iMet-CAT-1-1,HG984136,NA
7210,NA,TRX-CAT1-2,HGNC:12318,tRNA-iMet (anticodon CAT) 1-2,Approved,"TRM1, TRNAMI2, TRM2, TRMI2, TRNAM1, TRX-CAT1-3",tRNA-iMet-CAT-1-2,HG984138,NA
100189094,NA,TRX-CAT1-3,HGNC:34655,tRNA-iMet (anticodon CAT) 1-3,Approved,"TRNAM6, TRX-CAT1-4",tRNA-iMet-CAT-1-3,HG984139,NA
100189040,NA,TRX-CAT1-4,HGNC:34599,tRNA-iMet (anticodon CAT) 1-4,Approved,"TRNAM4, TRX-CAT1-5",tRNA-iMet-CAT-1-4,HG984140,NA
100189345,NA,TRX-CAT1-5,HGNC:34913,tRNA-iMet (anticodon CAT) 1-5,Approved,"TRNAM18, TRX-CAT1-6",tRNA-iMet-CAT-1-5,HG984141,NA
100189297,NA,TRX-CAT1-6,HGNC:34863,tRNA-iMet (anticodon CAT) 1-6,Approved,"TRNAM15, TRX-CAT1-7",tRNA-iMet-CAT-1-6,HG984142,NA
100189315,NA,TRX-CAT1-7,HGNC:34882,tRNA-iMet (anticodon CAT) 1-7,Approved,"TRNAM17, TRX-CAT1-8",tRNA-iMet-CAT-1-7,HG984143,NA
100189255,NA,TRX-CAT1-8,HGNC:34818,tRNA-iMet (anticodon CAT) 1-8,Approved,"TRNAM14, TRX-CAT1-2",tRNA-iMet-CAT-1-8,HG984137,NA
7212,NA,TRX-CAT2-1,HGNC:12322,tRNA-iMet (anticodon CAT) 2-1,Approved,"TRM1, TRMI1, TRNAMI1, TRNAM2",tRNA-iMet-CAT-2-1,HG984144,NA
100189186,NA,TRX-CAT3-1,HGNC:34749,tRNA-iMet (anticodon CAT) 3-1,Approved,TRNAM10,tRNA-iMet-CAT-3-1,HG984145,NA
100189253,NA,TRY-ATA1-1,HGNC:34816,tRNA-Tyr (anticodon ATA) 1-1,Approved,TRNAY9,tRNA-Tyr-ATA-1-1,HG984073,NA
100189272,NA,TRY-GTA1-1,HGNC:34835,tRNA-Tyr (anticodon GTA) 1-1,Approved,TRNAY10,tRNA-Tyr-GTA-1-1,HG984074,NA
100189022,NA,TRY-GTA2-1,HGNC:34581,tRNA-Tyr (anticodon GTA) 2-1,Approved,TRNAY4,tRNA-Tyr-GTA-2-1,HG984075,NA
100189162,NA,TRY-GTA3-1,HGNC:34724,tRNA-Tyr (anticodon GTA) 3-1,Approved,TRNAY7,tRNA-Tyr-GTA-3-1,HG984076,NA
100189405,NA,TRY-GTA4-1,HGNC:34974,tRNA-Tyr (anticodon GTA) 4-1,Approved,TRNAY13,tRNA-Tyr-GTA-4-1,HG984077,NA
100189437,NA,TRY-GTA5-1,HGNC:35007,tRNA-Tyr (anticodon GTA) 5-1,Approved,"TRNAY15, TRY-GTA5-4",tRNA-Tyr-GTA-5-1,HG984081,NA
100189102,NA,TRY-GTA5-2,HGNC:34663,tRNA-Tyr (anticodon GTA) 5-2,Approved,"TRNAY6, TRY-GTA5-5",tRNA-Tyr-GTA-5-2,HG984082,NA
100189424,NA,TRY-GTA5-3,HGNC:34993,tRNA-Tyr (anticodon GTA) 5-3,Approved,"TRNAY14, TRY-GTA5-1",tRNA-Tyr-GTA-5-3,HG984078,NA
100009602,NA,TRY-GTA5-4,HGNC:33250,tRNA-Tyr (anticodon GTA) 5-4,Approved,"TRNAY2, TRY-GTA5-2",tRNA-Tyr-GTA-5-4,HG984079,NA
100189001,NA,TRY-GTA5-5,HGNC:34558,tRNA-Tyr (anticodon GTA) 5-5,Approved,"TRNAY3, TRY-GTA5-3",tRNA-Tyr-GTA-5-5,HG984080,NA
100189219,NA,TRY-GTA6-1,HGNC:34782,tRNA-Tyr (anticodon GTA) 6-1,Approved,TRNAY8,tRNA-Tyr-GTA-6-1,HG984083,NA
100009601,NA,TRY-GTA7-1,HGNC:33249,tRNA-Tyr (anticodon GTA) 7-1,Approved,TRNAY1,tRNA-Tyr-GTA-7-1,HG984084,NA
100189337,NA,TRY-GTA8-1,HGNC:34905,tRNA-Tyr (anticodon GTA) 8-1,Approved,TRNAY12,tRNA-Tyr-GTA-8-1,HG984085,NA
100189057,NA,TRY-GTA9-1,HGNC:34616,tRNA-Tyr (anticodon GTA) 9-1,Approved,TRNAY5,tRNA-Tyr-GTA-9-1,HG984086,NA
100189278,NA,TRY-GTA10-1,HGNC:34842,tRNA-Tyr (GTA) 10-1,Approved,TRNAY11,tRNA-Tyr-GTA-10-1,HG984087,NA
100189507,NA,TRY-GTA11-1,HGNC:35082,tRNA-Tyr (anticodon GTA) 11-1,Approved,TRNAY17P,tRNA-Tyr-GTA-11-1,HG984088,NG_008565
100189496,NA,TRY-GTA12-1,HGNC:35071,tRNA-Tyr (anticodon GTA) 12-1,Approved,TRNAY16P,tRNA-Tyr-GTA-12-1,HG984089,NA
128229,ENSG00000163467,TSACC,HGNC:30636,TSSK6 activating cochaperone,Approved,C1orf182,"SSTK-IP, SIP",AY048672,NM_144627
10665,ENSG00000204296,TSBP1,HGNC:13922,testis expressed basic protein 1,Approved,C6orf10,TSBP,U60665,NM_006781
101929163,ENSG00000225914,TSBP1-AS1,HGNC:39756,TSBP1 and BTNL2 antisense RNA 1,Approved,NA,XXbac-BPG154L12.4,NA,NR_136245
7248,ENSG00000165699,TSC1,HGNC:12362,TSC complex subunit 1,Approved,TSC,"KIAA0243, LAM, hamartin",AF013168,NA
7249,ENSG00000103197,TSC2,HGNC:12363,TSC complex subunit 2,Approved,TSC4,"tuberin, LAM, PPP1R160",AB014460,NM_000548
8848,ENSG00000102804,TSC22D1,HGNC:16826,TSC22 domain family member 1,Approved,TGFB1I4,"TSC22, MGC17597",AJ222700,NM_006022
641467,ENSG00000278156,TSC22D1-AS1,HGNC:43684,TSC22D1 antisense RNA 1,Approved,NA,NA,BC040675,NR_038381
9819,ENSG00000196428,TSC22D2,HGNC:29095,TSC22 domain family member 2,Approved,NA,"KIAA0669, TILZ4a, TILZ4b, TILZ4c",AB014569,NM_014779
1831,ENSG00000157514,TSC22D3,HGNC:3051,TSC22 domain family member 3,Approved,DSIPI,"DIP, GILZ, TSC-22R, hDIP",Z50781,NM_198057
81628,ENSG00000166925,TSC22D4,HGNC:21696,TSC22 domain family member 4,Approved,NA,"THG-1, TILZ2",BC010406,NM_030935
80746,ENSG00000154743,TSEN2,HGNC:28422,tRNA splicing endonuclease subunit 2,Approved,NA,"SEN2, SEN2L, MGC2776",BC019582,NM_025265
391718,ENSG00000251174,TSEN2P1,HGNC:43965,tRNA splicing endonuclease subunit 2 pseudogene 1,Approved,NA,NA,NA,NA
116461,ENSG00000198860,TSEN15,HGNC:16791,tRNA splicing endonuclease subunit 15,Approved,C1orf19,NA,AF288394,NA
100288179,ENSG00000230865,TSEN15P1,HGNC:43962,tRNA splicing endonuclease subunit 15 pseudogene 1,Approved,NA,NA,NA,NA
106480781,ENSG00000230604,TSEN15P2,HGNC:43963,tRNA splicing endonuclease subunit 15 pseudogene 2,Approved,NA,NA,NA,NA
105375192,ENSG00000234922,TSEN15P3,HGNC:43964,tRNA splicing endonuclease subunit 15 pseudogene 3,Approved,NA,NA,NA,NA
79042,ENSG00000170892,TSEN34,HGNC:15506,tRNA splicing endonuclease subunit 34,Approved,LENG5,"SEN34, SEN34L",AF211970,NM_024075
283989,ENSG00000182173,TSEN54,HGNC:27561,tRNA splicing endonuclease subunit 54,Approved,NA,"SEN54, SEN54L",AK097583,NM_207346
10102,ENSG00000123297,TSFM,HGNC:12367,"Ts translation elongation factor, mitochondrial",Approved,NA,"EF-Tsmt, EF-TS",L37936,NM_005726
7251,ENSG00000074319,TSG101,HGNC:15971,tumor susceptibility 101,Approved,TSG10,VPS23,U82130,NM_006292
80705,ENSG00000135951,TSGA10,HGNC:14927,testis specific 10,Approved,NA,"CEP4L, CT79",AF254756,NM_182911
254187,ENSG00000175513,TSGA10IP,HGNC:26555,testis specific 10 interacting protein,Approved,NA,"FLJ32880, FAM161C",AK057442,NM_152762
114960,ENSG00000213265,TSGA13,HGNC:12369,testis specific 13,Approved,NA,NA,AK093329,NM_052933
7252,ENSG00000134200,TSHB,HGNC:12372,thyroid stimulating hormone subunit beta,Approved,NA,NA,BC069298,NM_000549
7253,ENSG00000165409,TSHR,HGNC:12373,thyroid stimulating hormone receptor,Approved,NA,LGR3,AY429111,NM_000369
7254,NA,TSHRL1,HGNC:12374,thyroid stimulating hormone receptor like 1,Approved,NA,NA,NA,NA
7255,NA,TSHRL2,HGNC:12375,thyroid stimulating hormone receptor like 2,Approved,NA,NA,NA,NA
7256,NA,TSHRL3,HGNC:12376,thyroid stimulating hormone receptor like 3,Approved,NA,NA,NA,NA
10194,ENSG00000179981,TSHZ1,HGNC:10669,teashirt zinc finger homeobox 1,Approved,SDCCAG33,"NY-CO-33, TSH1",AF039698,NM_005786
128553,ENSG00000182463,TSHZ2,HGNC:13010,teashirt zinc finger homeobox 2,Approved,"C20orf17, ZNF218","ZABC2, OVC10-2, TSH2",AF230201,NM_173485
57616,ENSG00000121297,TSHZ3,HGNC:30700,teashirt zinc finger homeobox 3,Approved,ZNF537,"KIAA1474, TSH3",AL136805,NM_020856
107985311,ENSG00000267662,TSHZ3-AS1,HGNC:55288,TSHZ3 antisense RNA 1,Approved,NA,NA,NA,NA
9383,ENSG00000270641,TSIX,HGNC:12377,"TSIX transcript, XIST antisense RNA",Approved,NA,"NCRNA00013, XIST-AS1, LINC00013",NA,NR_003255
60385,ENSG00000126467,TSKS,HGNC:30719,testis specific serine kinase substrate,Approved,NA,"TSSKS, PPP1R161",BC058862,NM_021733
25987,ENSG00000182704,TSKU,HGNC:28850,"tsukushi, small leucine rich proteoglycan",Approved,LRRC54,"E2IG4, TSK",AK075476,NM_015516
85480,ENSG00000145777,TSLP,HGNC:30743,thymic stromal lymphopoietin,Approved,NA,NA,BC040592,NM_033035
7247,ENSG00000211460,TSN,HGNC:12379,translin,Approved,NA,"TRSLN, BCLF-1, REHF-1",X78627,NM_004622
203062,ENSG00000171045,TSNARE1,HGNC:26437,t-SNARE domain containing 1,Approved,NA,FLJ31164,NA,NM_145003
7257,ENSG00000116918,TSNAX,HGNC:12380,translin associated factor X,Approved,NA,"TRAX, C3PO",X95073,NM_005999
100303453,ENSG00000270106,TSNAX-DISC1,HGNC:49177,TSNAX-DISC1 readthrough (NMD candidate),Approved,NA,NA,NA,NA
55815,ENSG00000102904,TSNAXIP1,HGNC:18586,translin associated factor X interacting protein 1,Approved,NA,TXI1,AF132730,NM_018430
10103,ENSG00000117472,TSPAN1,HGNC:20657,tetraspanin 1,Approved,NA,"TSPAN-1, NET-1",BC013404,NM_005727
10100,ENSG00000134198,TSPAN2,HGNC:20659,tetraspanin 2,Approved,NA,"TSPAN-2, TSN2, FLJ12082",AF054839,NM_005725
10099,ENSG00000140391,TSPAN3,HGNC:17752,tetraspanin 3,Approved,TM4SF8,"TM4-A, TSPAN-3",NA,NM_005724
7106,ENSG00000214063,TSPAN4,HGNC:11859,tetraspanin 4,Approved,TM4SF7,"NAG-2, TSPAN-4, TETRASPAN",AF022813,NA
10098,ENSG00000168785,TSPAN5,HGNC:17753,tetraspanin 5,Approved,TM4SF9,"Tspan-5, NET-4",NA,NM_005723
7105,ENSG00000000003,TSPAN6,HGNC:11858,tetraspanin 6,Approved,TM4SF6,"T245, TSPAN-6",AF043906,NA
7102,ENSG00000156298,TSPAN7,HGNC:11854,tetraspanin 7,Approved,"MXS1, TM4SF2, MRX58","DXS1692E, TALLA-1, A15, CD231",D29808,NA
7103,ENSG00000127324,TSPAN8,HGNC:11855,tetraspanin 8,Approved,TM4SF3,CO-029,M35252,NM_004616
10867,ENSG00000011105,TSPAN9,HGNC:21640,tetraspanin 9,Approved,NA,NET-5,AF089749,NM_006675
100874356,ENSG00000256197,TSPAN9-IT1,HGNC:41462,TSPAN9 intronic transcript 1,Approved,NA,NA,NA,NA
83882,ENSG00000182612,TSPAN10,HGNC:29942,tetraspanin 10,Approved,NA,OCSP,BC032802,NM_031945
441631,ENSG00000110900,TSPAN11,HGNC:30795,tetraspanin 11,Approved,NA,NA,NA,NM_001080509
23554,ENSG00000106025,TSPAN12,HGNC:21641,tetraspanin 12,Approved,TM4SF12,NET-2,AF124522,NM_012338
27075,ENSG00000106537,TSPAN13,HGNC:21643,tetraspanin 13,Approved,TM4SF13,NET-6,AF100759,NM_014399
81619,ENSG00000108219,TSPAN14,HGNC:23303,tetraspanin 14,Approved,TM4SF14,"DC-TM4F2, MGC11352",AF311903,NM_030927
23555,ENSG00000099282,TSPAN15,HGNC:23298,tetraspanin 15,Approved,TM4SF15,NET-7,AY358934,NM_012339
26526,ENSG00000130167,TSPAN16,HGNC:30725,tetraspanin 16,Approved,TM4SF16,"TM4-B, TM-8",BC029908,NM_012466
26262,ENSG00000048140,TSPAN17,HGNC:13594,tetraspanin 17,Approved,"FBXO23, TM4SF17",FBX23,AF174603,NA
90139,ENSG00000157570,TSPAN18,HGNC:20660,tetraspanin 18,Approved,NA,TSPAN,AY358087,NM_130783
115253419,ENSG00000255032,TSPAN18-AS1,HGNC:54221,TSPAN18 antisense RNA 1,Approved,NA,NA,NA,NA
144448,ENSG00000231738,TSPAN19,HGNC:31886,tetraspanin 19,Approved,NA,NA,NA,NM_001100917
6302,ENSG00000135452,TSPAN31,HGNC:10539,tetraspanin 31,Approved,SAS,NA,NA,NA
10077,ENSG00000064201,TSPAN32,HGNC:13410,tetraspanin 32,Approved,"TSSC6, PHEMX",NA,AF176070,NM_139024
340348,ENSG00000158457,TSPAN33,HGNC:28743,tetraspanin 33,Approved,NA,"MGC50844, Penumbra",NA,NM_178562
54084,ENSG00000175894,TSPEAR,HGNC:1268,thrombospondin type laminin G domain and EAR repeats,Approved,"C21orf29, DFNB98","MGC11251, TSP-EAR",AJ487962,NM_144991
54082,ENSG00000235890,TSPEAR-AS1,HGNC:1271,TSPEAR antisense RNA 1,Approved,NA,NA,NA,NA
114043,ENSG00000182912,TSPEAR-AS2,HGNC:16428,TSPEAR antisense RNA 2,Approved,C21orf90,NA,AF426270,NR_026547
706,ENSG00000100300,TSPO,HGNC:1158,translocator protein,Approved,BZRP,"PBR, MBR, PKBS, mDRC, DBI, IBP, pk18",AF075589,NM_007311
222642,ENSG00000112212,TSPO2,HGNC:21256,translocator protein 2,Approved,BZRPL1,dJ34B21.2,NA,NM_001010873.2
9256,ENSG00000005379,TSPOAP1,HGNC:16831,TSPO associated protein 1,Approved,BZRAP1,"PRAX-1, KIAA0612, RIM-BP1, RIMBP1",AB014512,NM_004758
100506779,ENSG00000265148,TSPOAP1-AS1,HGNC:44148,"TSPOAP1, SUPT4H1 and RNF43 antisense RNA 1",Approved,BZRAP1-AS1,NA,AK090885,NR_038410
7258,ENSG00000258992,TSPY1,HGNC:12381,testis specific protein Y-linked 1,Approved,TSPY,CT78,NA,NM_003308
64591,ENSG00000168757,TSPY2,HGNC:23924,testis specific protein Y-linked 2,Approved,NA,TSPYQ1,AF106331,NM_022573
728137,ENSG00000228927,TSPY3,HGNC:33876,testis specific protein Y-linked 3,Approved,NA,CT78,BC075016,NM_001077697
728395,ENSG00000233803,TSPY4,HGNC:37287,testis specific protein Y-linked 4,Approved,NA,NA,AK093413,NM_001164471
379027,ENSG00000225685,TSPY5P,HGNC:23907,"testis specific protein Y-linked 5, pseudogene",Approved,TSPYP5,NA,NA,NG_003093
653174,ENSG00000270073,TSPY6P,HGNC:34039,"testis specific protein Y-linked 6, pseudogene",Approved,TSPYP6,NA,NA,XR_016233
653288,ENSG00000188656,TSPY7P,HGNC:34040,"testis specific protein Y-linked 7, pseudogene",Approved,TSPYP7,NA,NA,XR_038447
728403,ENSG00000229549,TSPY8,HGNC:37471,testis specific protein Y-linked 8,Approved,NA,NA,NA,NM_001243721
728132,ENSG00000238074,TSPY9P,HGNC:37472,"testis specific protein Y-linked 9, pseudogene",Approved,TSPY9,NA,NA,NG_021936
100289087,ENSG00000236424,TSPY10,HGNC:37473,testis specific protein Y-linked 10,Approved,NA,NA,NA,NM_001320962
347584,ENSG00000238235,TSPY11P,HGNC:23903,"testis specific protein Y-linked 11, pseudogene",Approved,TSPYP1,NA,NA,NG_003077
377997,ENSG00000236435,TSPY12P,HGNC:23904,"testis specific protein Y-linked 12, pseudogene",Approved,TSPYP2,NA,NA,NG_003078
378001,ENSG00000187657,TSPY13P,HGNC:23905,"testis specific protein Y-linked 13, pseudogene",Approved,TSPYP3,NA,NA,NG_003079
378013,ENSG00000169849,TSPY14P,HGNC:23906,"testis specific protein Y-linked 14, pseudogene",Approved,TSPYP4,NA,NA,NG_003080
642631,ENSG00000236786,TSPY15P,HGNC:37474,"testis specific protein Y-linked 15, pseudogene",Approved,NA,NA,NA,NA
727969,ENSG00000226223,TSPY16P,HGNC:37712,"testis specific protein Y-linked 16, pseudogene",Approved,NA,NA,NA,XM_001714044
100132124,ENSG00000232620,TSPY17P,HGNC:37713,"testis specific protein Y-linked 17, pseudogene",Approved,NA,NA,NA,NA
642796,ENSG00000231874,TSPY18P,HGNC:37725,"testis specific protein Y-linked 18, pseudogene",Approved,NA,NA,NA,NA
100132504,ENSG00000234583,TSPY19P,HGNC:37998,"testis specific protein Y-linked 19, pseudogene",Approved,NA,NA,NA,NA
100130848,ENSG00000243643,TSPY20P,HGNC:38093,"testis specific protein Y-linked 20, pseudogene",Approved,NA,NA,NA,NA
100287055,ENSG00000237902,TSPY21P,HGNC:38101,"testis specific protein Y-linked 21, pseudogene",Approved,NA,NA,NA,NA
100286996,ENSG00000229940,TSPY22P,HGNC:38522,"testis specific protein Y-linked 22, pseudogene",Approved,NA,NA,NA,NA
100286964,ENSG00000229159,TSPY23P,HGNC:38594,"testis specific protein Y-linked 23, pseudogene",Approved,NA,NA,NA,NA
100874287,ENSG00000215601,TSPY24P,HGNC:38725,"testis specific protein Y-linked 24, pseudogene",Approved,NA,NA,NA,NA
100874288,ENSG00000234110,TSPY25P,HGNC:38726,"testis specific protein Y-linked 25, pseudogene",Approved,NA,NA,NA,NA
128854,ENSG00000235217,TSPY26P,HGNC:16256,"testis specific protein Y-linked 26, pseudogene",Approved,TSPYL3,bA392M18.1,NA,NM_178465
7259,ENSG00000189241,TSPYL1,HGNC:12382,TSPY like 1,Approved,TSPYL,NA,AF042181,NA
64061,ENSG00000184205,TSPYL2,HGNC:24358,TSPY like 2,Approved,NA,"SE20-4, HRIHFB2216, CTCL, DENTT, CDA1, CINAP, TSPX",AF273046,NM_022117
23270,ENSG00000187189,TSPYL4,HGNC:21559,TSPY like 4,Approved,NA,"dJ486I3.2, KIAA0721",NA,NA
85453,ENSG00000180543,TSPYL5,HGNC:29367,TSPY like 5,Approved,NA,KIAA1750,AB051537,NM_033512
388951,ENSG00000178021,TSPYL6,HGNC:14521,TSPY like 6,Approved,NA,NA,AK097417,NM_001003937
55720,ENSG00000167721,TSR1,HGNC:25542,TSR1 ribosome maturation factor,Approved,NA,FLJ10534,AK026565,NM_018128
90121,ENSG00000158526,TSR2,HGNC:25455,TSR2 ribosome maturation factor,Approved,NA,"DT1P1A10, RP1-112K5.2, WGG1",BC007699,NM_058163
115939,ENSG00000007520,TSR3,HGNC:14175,TSR3 ribosome maturation factor,Approved,C16orf42,MGC24381,BC013943,NM_001001410
650368,ENSG00000223756,TSSC2,HGNC:12384,tumor suppressing subtransferable candidate 2 (pseudogene),Approved,NA,NA,NA,NA
10078,ENSG00000184281,TSSC4,HGNC:12386,tumor suppressing subtransferable candidate 4,Approved,NA,NA,AF125568,NM_005706
23752,ENSG00000231086,TSSK1A,HGNC:11400,testis specific serine kinase 1A (pseudogene),Approved,"STK22A, TSSK7P","TSSK1, SPOGA1, TSSK1AP",L77570,NG_004670
